orn_root_id,orn_label,orn_glomerulus,level1_root_id,level1_cell_type,level1_category,level2_root_id,level2_cell_type,level2_category,synapse_count_step1,synapse_count_step2
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940606722249,lLN2X03,Local_Neuron,11,18
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940612347571,lLN1_bc,Local_Neuron,11,22
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940660217985,lLN2P_b,Local_Neuron,11,49
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940622650879,lLN2X12,Local_Neuron,11,3
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940640541091,lLN1_bc,Local_Neuron,11,18
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940623137997,lLN1_bc,Local_Neuron,11,22
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940637623780,lLN2X03,Local_Neuron,11,12
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940625585508,lLN1_bc,Local_Neuron,11,18
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940623146701,lLN2T_e,Local_Neuron,11,16
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940629792732,lLN1_bc,Local_Neuron,11,11
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940634303132,lLN2P_a,Local_Neuron,11,32
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940615708482,lLN1_bc,Local_Neuron,11,13
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940629270487,ORN_D,ORN,11,2
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940624832743,lLN2X12,Local_Neuron,11,16
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940640955637,lLN2P_c,Local_Neuron,11,21
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940634949311,lLN2P_c,Local_Neuron,11,23
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940621551854,lLN2T_e,Local_Neuron,11,18
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940637136752,lLN2X04,Local_Neuron,11,17
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940632505359,lLN2P_a,Local_Neuron,11,30
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940623955637,lLN2P_b,Local_Neuron,11,44
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940625977802,lLN2P_a,Local_Neuron,11,20
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940613804259,lLN2T_c,Local_Neuron,11,23
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940619169985,ORN_D,ORN,11,1
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940646576436,lLN2T_c,Local_Neuron,11,27
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940620224677,ORN_D,ORN,11,2
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940622338742,lLN1_bc,Local_Neuron,11,19
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940635249332,lLN2P_c,Local_Neuron,11,44
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940631704716,lLN1_bc,Local_Neuron,11,20
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940648633988,lLN1_bc,Local_Neuron,11,16
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940621542747,lLN1_a,Local_Neuron,11,9
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940618112310,lLN1_bc,Local_Neuron,11,14
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940660217729,lLN1_bc,Local_Neuron,11,14
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940623792648,lLN1_bc,Local_Neuron,11,13
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940619078091,lLN2X10,Local_Neuron,11,6
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940605758142,lLN2F_a,Local_Neuron,11,10
720575940658539905,Or69a,ORN_D,720575940612197374,D_adPN,Projection_Neuron,720575940619059102,lLN2X03,Local_Neuron,11,9
