source_root_id,label,connected_postsynaptic_root_ids,glomerulus,glomerulus_source,output_cell_ids,output_synapse_counts,total_output_synapses,num_output_targets,top_targets,neuropils_involved
720575940634483704,Or67b,,ORN_VA3,consolidated_cell_types.csv.gz,720575940656090017;720575940604431584;720575940634483704;720575940619456728;720575940606762686;720575940629009513;720575940634545890;720575940632403986;720575940623636701;720575940637602650;720575940630407388;720575940617668747;720575940631907159;720575940624435128;720575940628059978;720575940633294796;720575940638775118;720575940615073587;720575940640803200;720575940613489617;720575940632198442;720575940605758142;720575940651758838;720575940609282825;720575940625251401;720575940640415859;720575940614113682;720575940632835688;720575940630285007;720575940625502595;720575940611379569;720575940639341987;720575940628914692;720575940621873677;720575940622517530;720575940616169578;720575940627014641;720575940624832743;720575940642086389;720575940630225403;720575940613804259;720575940628023685;720575940624849040;720575940619674840;720575940606722249;720575940613590501;720575940640986075;720575940632463464;720575940637136752;720575940621414676;720575940628914436;720575940636241550;720575940637623780;720575940610015586;720575940629009786;720575940612042981;720575940618385620;720575940621396044;720575940624084429;720575940629098618;720575940632007983;720575940614426799;720575940623000858;720575940619059102;720575940615462978;720575940633741229;720575940644410990;720575940613751186;720575940616197819;720575940619974193;720575940627768409;720575940640314190;720575940660217985;720575940608345778;720575940622491632;720575940635081464;720575940631923816;720575940632821059;720575940629454974;720575940630340474;720575940621398254;720575940609586645;720575940636576948;720575940626741552;720575940625584484;720575940623901695;720575940629611996;720575940613258221;720575940630547019;720575940631683927;720575940624079821;720575940623788040;720575940630132754;720575940617299131;720575940610408643,69;56;19;18;17;14;13;12;10;10;9;7;7;6;6;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,413,95,720575940656090017:69;720575940604431584:56;720575940634483704:19;720575940619456728:18;720575940606762686:17,AL_L;AL_R
720575940635081464,Or67b,,ORN_VA3,consolidated_cell_types.csv.gz,720575940656090017;720575940604431584;720575940619456728;720575940635081464;720575940609269001;720575940634545890;720575940632198442;720575940632403986;720575940606762686;720575940617668747;720575940628023685;720575940623636701;720575940614113682;720575940621873677;720575940615073587;720575940637666446;720575940609282825;720575940629009513;720575940633294796;720575940605758142;720575940617496925;720575940634483704;720575940628059722;720575940614956072;720575940611379569;720575940626607626;720575940622517530;720575940640803200;720575940630407388;720575940629009786;720575940637136752;720575940629454974;720575940632463464;720575940613804259;720575940660217985;720575940619974193;720575940630174208;720575940630285007;720575940608345778;720575940613489617;720575940630340474;720575940617299131;720575940616758322;720575940629098618;720575940631907159;720575940637602650;720575940632835688;720575940623146701;720575940621897496;720575940617094429;720575940621124033;720575940613590501;720575940642343565;720575940624079821;720575940622650879;720575940618385620;720575940610408643;720575940631953619;720575940623000858;720575940632416298;720575940624849040;720575940625584484;720575940621298270;720575940620421255;720575940629611996;720575940625368578;720575940642086389;720575940628059978;720575940624435128;720575940630225403;720575940614429165;720575940631619921;720575940639836624;720575940637623780;720575940627768409;720575940640986075;720575940638775118;720575940628914692;720575940637009636;720575940640639293;720575940619838912;720575940633772452,63;60;22;17;15;14;10;9;7;7;6;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,372,82,720575940656090017:63;720575940604431584:60;720575940619456728:22;720575940635081464:17;720575940609269001:15,AL_L;AL_R
720575940643240904,Or67b,,ORN_VA3,consolidated_cell_types.csv.gz,720575940629009513;720575940619456728;720575940656090017;720575940643240904;720575940604431584;720575940611379569;720575940632795532;720575940623000858;720575940623636701;720575940631683927;720575940633741229;720575940628573519;720575940630340474;720575940632403986;720575940642086389;720575940616169578;720575940612907121;720575940638128474;720575940623788040;720575940621044863;720575940625251401;720575940628822248;720575940632007983;720575940630407388;720575940613011375;720575940626917393;720575940618757666;720575940632821059;720575940609282825;720575940614429165;720575940625502595;720575940610015586;720575940632108205;720575940629587671;720575940619931119;720575940628142352;720575940642343565;720575940631538028;720575940640314190;720575940620418032;720575940621873677;720575940637602650;720575940623901695;720575940638775118;720575940628861188;720575940610408643;720575940606751922;720575940633294796;720575940633212441;720575940629009786;720575940621398254;720575940635847269;720575940612042981;720575940629043817;720575940634483704;720575940630174208;720575940646576436;720575940626601093;720575940629091431;720575940631899223;720575940621124033;720575940631907159;720575940621414676;720575940627014641;720575940618385620;720575940621343838;720575940626451864;720575940639479366;720575940608241365;720575940634364311;720575940606762686;720575940644704160;720575940621551854;720575940614426799;720575940633772452;720575940628420264;720575940636241550;720575940660217473;720575940633483807;720575940630285007;720575940632868563;720575940617668747;720575940631619921;720575940624849040;720575940628059978;720575940621897496;720575940622054497,63;51;33;20;19;17;16;14;12;12;9;8;8;7;7;7;6;5;5;5;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,434,87,720575940629009513:63;720575940619456728:51;720575940656090017:33;720575940643240904:20;720575940604431584:19,AL_L;AL_R;EB
720575940604704870,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940626986885;720575940609447179;720575940635933119;720575940624001321;720575940623636701;720575940632795532;720575940609454603;720575940623000858;720575940610669614;720575940604704870;720575940614756589;720575940616169578;720575940611379569;720575940631105580;720575940605883569;720575940611671506;720575940615833174;720575940622736934;720575940638128474;720575940631497078;720575940632403986;720575940633741229;720575940631595562;720575940618385620;720575940651553014;720575940635945919;720575940644961588;720575940613053393;720575940617205179;720575940628822248;720575940617362150;720575940623788040;720575940620725720;720575940618757666;720575940619314964;720575940619059102;720575940623792648;720575940617586757;720575940659150977;720575940621061285;720575940608273163;720575940632835688;720575940619931119;720575940632505359;720575940642936264;720575940628059978;720575940639619792;720575940605758142;720575940633036369;720575940631942341;720575940642780832;720575940640830453;720575940633483807;720575940635092122;720575940611557785;720575940613437359;720575940634657431;720575940613489617;720575940627677017;720575940617094429;720575940617128705;720575940638006086;720575940615719029,52;46;35;27;17;16;13;10;10;9;7;7;5;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,336,63,720575940626986885:52;720575940609447179:46;720575940635933119:35;720575940624001321:27;720575940623636701:17,AL_L;AL_R
720575940608273163,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940635933119;720575940609454603;720575940624001321;720575940609447179;720575940626986885;720575940608273163;720575940632505359;720575940633294796;720575940609282825;720575940634545890;720575940611379569;720575940610669614;720575940613396130;720575940633483807;720575940623636701;720575940615833174;720575940626378242;720575940613804259;720575940626997912;720575940616197819;720575940605758142;720575940628408143;720575940629373148;720575940618757666;720575940642936264;720575940632835688;720575940617299131;720575940628914692;720575940644362788;720575940633991263;720575940638666805;720575940621500865;720575940628914436;720575940615073587;720575940631105580;720575940623000858;720575940627060476;720575940639619792;720575940636523109;720575940628420264;720575940619059102;720575940613050577;720575940611557785;720575940625251401;720575940629232492;720575940612305506;720575940608345778;720575940619314964;720575940621926765;720575940623901695;720575940617205179;720575940626507834;720575940634657431;720575940605883569;720575940624641680;720575940613222835;720575940617038593;720575940611944914;720575940622650879;720575940628059978;720575940613590501;720575940614316731;720575940642780832;720575940621585279;720575940636610270;720575940617094429;720575940612559587;720575940606762686;720575940622448166;720575940606757041;720575940626624275;720575940629111814;720575940616169578;720575940615607207;720575940629874806;720575940631497078;720575940627949929;720575940604704870;720575940640803200,61;47;43;13;13;10;8;7;7;6;6;5;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,329,79,720575940635933119:61;720575940609454603:47;720575940624001321:43;720575940609447179:13;720575940626986885:13,AL_L;AL_R
720575940612559587,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940609447179;720575940626986885;720575940635933119;720575940609454603;720575940624001321;720575940623636701;720575940623000858;720575940610669614;720575940616169578;720575940632795532;720575940612559587;720575940611379569;720575940623788040;720575940632505359;720575940631497078;720575940611671506;720575940618142813;720575940624641680;720575940622736934;720575940613050577;720575940618385620;720575940612461461;720575940629111814;720575940631907159;720575940608273163;720575940631899223;720575940633741229;720575940651553014;720575940631105580;720575940638128474;720575940632403986;720575940605883569;720575940622723598;720575940611944914;720575940622448166;720575940605309361;720575940635092122;720575940628343634;720575940619931119;720575940633991263;720575940607811420;720575940634545890;720575940625040053;720575940621061285;720575940628834832;720575940627737365;720575940638666805;720575940642343565;720575940617038593;720575940608241365;720575940614956072;720575940619314964;720575940608628419;720575940628209801;720575940606649865;720575940614756589;720575940604704870;720575940632835688;720575940660912001;720575940613396130;720575940618757666;720575940634657431;720575940637619509;720575940632416298;720575940644255255;720575940640803200;720575940617205179;720575940633036369;720575940631595562;720575940635249332;720575940623136717;720575940637731817;720575940621585279,42;35;29;29;27;23;16;12;10;10;9;7;6;5;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,354,73,720575940609447179:42;720575940626986885:35;720575940635933119:29;720575940609454603:29;720575940624001321:27,AL_L;AL_R
720575940613053393,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940624001321;720575940609454603;720575940635933119;720575940626986885;720575940609447179;720575940634545890;720575940632403986;720575940623636701;720575940613053393;720575940633294796;720575940609282825;720575940616169578;720575940616197819;720575940615073587;720575940628023685;720575940640314190;720575940608345778;720575940610408643;720575940642780832;720575940605758142;720575940605883569;720575940610669614;720575940632505359;720575940627822647;720575940613396130;720575940622457443;720575940628059978;720575940632795532;720575940621500865;720575940631105580;720575940615513086;720575940613804259;720575940639619792;720575940629111814;720575940640803200;720575940624435128;720575940632835688;720575940618757666;720575940660912001;720575940628914436;720575940636523109;720575940622448166;720575940612559587;720575940645680407;720575940612347571;720575940622736934;720575940646576436;720575940631603281;720575940609269001;720575940631595562;720575940641039067;720575940620725720;720575940624039560;720575940632007983;720575940636610270;720575940623788040;720575940625251401;720575940626507834;720575940614316731;720575940619078091;720575940634949311;720575940627575569;720575940640541091;720575940617094429;720575940638006086;720575940635945919;720575940648633988;720575940614956072;720575940617205179;720575940632416298,38;37;34;33;25;17;14;13;11;7;7;6;5;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,340,70,720575940624001321:38;720575940609454603:37;720575940635933119:34;720575940626986885:33;720575940609447179:25,AL_L;AL_R
720575940613396130,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940624001321;720575940635933119;720575940609454603;720575940626986885;720575940609447179;720575940613396130;720575940632403986;720575940634545890;720575940632505359;720575940623636701;720575940609282825;720575940605883569;720575940616169578;720575940628023685;720575940621196224;720575940642936264;720575940605758142;720575940612320498;720575940623000858;720575940634657431;720575940608273163;720575940608241365;720575940621585279;720575940613590501;720575940610408643;720575940638128474;720575940616197819;720575940606751922;720575940615513086;720575940615073587;720575940626115134;720575940633294796;720575940637136752;720575940614316731;720575940637623780;720575940644362788;720575940612714723;720575940636610270;720575940624039560;720575940629111814;720575940610669614;720575940631858373;720575940632835688;720575940628914436;720575940613222835;720575940622448166;720575940624641680;720575940611671506;720575940621061285;720575940612461461;720575940617249949;720575940628914692;720575940646576436;720575940609269001;720575940613804259;720575940614756589;720575940631497078;720575940624832743;720575940651553014;720575940618757666;720575940617299131;720575940621500865;720575940640803200;720575940636523109,43;39;34;26;23;12;11;10;9;9;6;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,294,64,720575940624001321:43;720575940635933119:39;720575940609454603:34;720575940626986885:26;720575940609447179:23,AL_L;AL_R
720575940615833174,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940635933119;720575940626986885;720575940624001321;720575940609447179;720575940609454603;720575940623636701;720575940615833174;720575940632403986;720575940634545890;720575940633294796;720575940632505359;720575940605883569;720575940640803200;720575940609282825;720575940620725720;720575940605758142;720575940610669614;720575940624832743;720575940626507834;720575940611379569;720575940613804259;720575940632835688;720575940617205179;720575940632795532;720575940640314190;720575940644362788;720575940604704870;720575940626115134;720575940628023685;720575940629874806;720575940622448166;720575940623788040;720575940610408643;720575940608345778;720575940624039560;720575940627060476;720575940617362150;720575940616908177;720575940615073587;720575940633991263;720575940646576436;720575940625958414;720575940638006086;720575940626624275;720575940608273163;720575940617038593;720575940627737365;720575940631907159;720575940616197819;720575940634657431;720575940633483807;720575940621500865;720575940626378242;720575940622650879;720575940623000858;720575940611985174;720575940624435128;720575940617094429,41;35;29;21;21;20;15;10;10;8;8;7;7;7;5;5;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,317,58,720575940635933119:41;720575940626986885:35;720575940624001321:29;720575940609447179:21;720575940609454603:21,AL_L;AL_R
720575940617038593,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940609447179;720575940626986885;720575940635933119;720575940624001321;720575940623636701;720575940609454603;720575940632795532;720575940617038593;720575940623000858;720575940631105580;720575940616169578;720575940644362788;720575940623788040;720575940611379569;720575940635945919;720575940635092122;720575940642936264;720575940612714723;720575940632505359;720575940614756589;720575940610669614;720575940617128705;720575940625251401;720575940629091431;720575940631942341;720575940622736934;720575940638128474;720575940627737365;720575940606745266;720575940612559587;720575940608273163;720575940618385620;720575940621343348;720575940604704870;720575940633483807;720575940615833174;720575940617586757;720575940609460491;720575940632403986;720575940632835688;720575940621298270;720575940621196224;720575940628408143;720575940627060476;720575940639448528;720575940605883569;720575940621585279;720575940632007983;720575940629111814;720575940628023685;720575940626507834;720575940631497078;720575940625040053;720575940613590501;720575940634545890;720575940609282825;720575940623482355;720575940629373148;720575940640314190;720575940618458513;720575940614316731;720575940621500865;720575940626997912;720575940618757666;720575940626624275;720575940617205179,39;36;29;22;19;15;12;10;7;6;6;5;5;5;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,299,66,720575940609447179:39;720575940626986885:36;720575940635933119:29;720575940624001321:22;720575940623636701:19,AL_L;AL_R
720575940617094429,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940635933119;720575940609454603;720575940624001321;720575940626986885;720575940609447179;720575940632505359;720575940634545890;720575940609282825;720575940613804259;720575940608345778;720575940633294796;720575940628023685;720575940617094429;720575940610669614;720575940616169578;720575940623636701;720575940631105580;720575940613053393;720575940634949311;720575940626997912;720575940611379569;720575940640803200;720575940628059978;720575940618385620;720575940617205179;720575940632403986;720575940615073587;720575940625584484;720575940621061285;720575940642780832;720575940622448166;720575940605758142;720575940635249332;720575940613396130;720575940605883569;720575940632416298;720575940626624275;720575940616197819;720575940651553014;720575940612637554;720575940621500865;720575940612320498;720575940631595562;720575940606722249;720575940631566700;720575940626378242;720575940615833174;720575940641593051;720575940628408143;720575940618757666;720575940621585279,37;32;29;21;18;12;11;7;7;6;6;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,265,51,720575940635933119:37;720575940609454603:32;720575940624001321:29;720575940626986885:21;720575940609447179:18,AL_L;AL_R
720575940617362150,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940609447179;720575940626986885;720575940635933119;720575940624001321;720575940609454603;720575940623636701;720575940632795532;720575940617362150;720575940616169578;720575940623000858;720575940635945919;720575940632403986;720575940642936264;720575940638128474;720575940610669614;720575940628420264;720575940621343348;720575940631497078;720575940612559587;720575940633483807;720575940629587671;720575940631907159;720575940631595562;720575940618458513;720575940628408143;720575940627737365;720575940605883569;720575940640830453;720575940623788040;720575940660217473;720575940613050577;720575940609282825;720575940621061285;720575940617205179;720575940644961588;720575940626507834;720575940618385620;720575940614756589;720575940629111814;720575940615833174;720575940611671506;720575940632007983;720575940638666805;720575940619277733;720575940617917760;720575940640314190;720575940634545890;720575940608345778;720575940631105580;720575940611379569;720575940606649865;720575940612461461;720575940621551854;720575940604704870;720575940632505359;720575940621926765,47;31;25;19;17;13;12;11;8;7;5;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,258,56,720575940609447179:47;720575940626986885:31;720575940635933119:25;720575940624001321:19;720575940609454603:17,AL_L;AL_R
720575940619314964,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940609447179;720575940635933119;720575940626986885;720575940609454603;720575940623636701;720575940624001321;720575940619314964;720575940632795532;720575940610669614;720575940623000858;720575940616169578;720575940635945919;720575940632007983;720575940611379569;720575940608345778;720575940631105580;720575940631497078;720575940638128474;720575940633483807;720575940605883569;720575940623788040;720575940642936264;720575940632403986;720575940632505359;720575940614756589;720575940626507834;720575940626624275;720575940629373148;720575940622736934;720575940639619792;720575940618757666;720575940626378242;720575940631274770;720575940618385620;720575940617362150;720575940621343348;720575940645680407;720575940631907159;720575940635092122;720575940623136717;720575940638666805;720575940612559587;720575940644362788;720575940640830453;720575940626741552;720575940613804259;720575940611671506;720575940634545890;720575940632510163;720575940625251401;720575940630384246;720575940633294796;720575940622448166;720575940617586757;720575940627060476;720575940608273163;720575940621500865;720575940631538028;720575940619996582;720575940615607207,42;32;25;23;21;21;14;13;12;11;11;5;5;5;5;5;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,317,60,720575940609447179:42;720575940635933119:32;720575940626986885:25;720575940609454603:23;720575940623636701:21,AL_L;AL_R
720575940622736934,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940626986885;720575940609447179;720575940624001321;720575940609454603;720575940635933119;720575940616169578;720575940632795532;720575940611379569;720575940623000858;720575940618757666;720575940622736934;720575940631105580;720575940642780832;720575940644362788;720575940627737365;720575940604704870;720575940633294796;720575940638128474;720575940610669614;720575940629587671;720575940617038593;720575940632505359;720575940614756589;720575940628914436;720575940633483807;720575940621500865;720575940613590501;720575940615513086;720575940628420264;720575940628059948;720575940629111814;720575940609282825;720575940619996582;720575940627690246;720575940615607207;720575940618142813;720575940617094429;720575940618385620;720575940623788040;720575940634545890;720575940633741229;720575940605883569;720575940626624275;720575940631595562;720575940622920074;720575940623636701;720575940638006086;720575940616197819;720575940619314964;720575940608241365;720575940620831265;720575940631497078;720575940624832743;720575940637623780;720575940612559587;720575940634657431;720575940632835688;720575940633991263;720575940620565313;720575940660912001;720575940606745266;720575940617362150,49;43;25;23;22;13;11;7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,295,62,720575940626986885:49;720575940609447179:43;720575940624001321:25;720575940609454603:23;720575940635933119:22,AL_L;AL_R
720575940624641680,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940626986885;720575940609447179;720575940624001321;720575940609454603;720575940635933119;720575940624641680;720575940623000858;720575940611379569;720575940616169578;720575940610669614;720575940632795532;720575940631899223;720575940631105580;720575940642780832;720575940618757666;720575940638128474;720575940613050577;720575940640314190;720575940646576436;720575940631497078;720575940611671506;720575940640803200;720575940629111814;720575940640830453;720575940632505359;720575940628420264;720575940619314964;720575940631595562;720575940613590501;720575940621061285;720575940617258821;720575940606385440;720575940617128705;720575940622448166;720575940620565313;720575940634545890;720575940615833174;720575940613864891;720575940627737365;720575940617917760;720575940618458513;720575940635249332;720575940645680407;720575940626507834;720575940631619921;720575940609282825;720575940626115134;720575940621414676;720575940628834832;720575940622334448;720575940611944914;720575940606745266;720575940638689001;720575940638666805;720575940660217473;720575940606649865;720575940614756589;720575940619059102;720575940621778646;720575940619078091;720575940612559587,40;36;26;25;18;18;14;12;12;10;10;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,295,61,720575940626986885:40;720575940609447179:36;720575940624001321:26;720575940609454603:25;720575940635933119:18,AL_L;AL_R
720575940626997912,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940635933119;720575940624001321;720575940609454603;720575940609447179;720575940626997912;720575940626986885;720575940634545890;720575940609282825;720575940610669614;720575940632403986;720575940632505359;720575940623636701;720575940633294796;720575940621500865;720575940621585279;720575940605883569;720575940644362788;720575940622448166;720575940613804259;720575940616197819;720575940632795532;720575940640803200;720575940612637554;720575940609553419;720575940635945919;720575940617094429;720575940631105580;720575940613590501;720575940615073587;720575940651553014;720575940613489617;720575940611557785;720575940633483807;720575940631595562;720575940608628419;720575940628914436;720575940627737073;720575940637623780;720575940660912001;720575940635465396;720575940632007983;720575940635092122;720575940611379569;720575940626624275;720575940637183454;720575940631907159;720575940623000858;720575940642780832;720575940615513086;720575940622650879;720575940605758142;720575940633036369;720575940628408143;720575940629111814;720575940615708482;720575940645576756;720575940615833174;720575940633991263;720575940611406821;720575940625013175;720575940621551854;720575940636523109;720575940619314964,52;41;40;22;14;12;12;9;7;7;6;5;5;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,309,63,720575940635933119:52;720575940624001321:41;720575940609454603:40;720575940609447179:22;720575940626997912:14,AL_L;AL_R
720575940627060476,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940635933119;720575940624001321;720575940609454603;720575940609447179;720575940626986885;720575940623636701;720575940627060476;720575940632403986;720575940632505359;720575940634545890;720575940609282825;720575940610669614;720575940628023685;720575940605758142;720575940605883569;720575940617544193;720575940617094429;720575940613590501;720575940610408643;720575940633294796;720575940619059102;720575940608273163;720575940635249332;720575940615833174;720575940633991263;720575940640803200;720575940626378242;720575940613489617;720575940615073587;720575940612320498;720575940628059978;720575940634657431;720575940651553014;720575940615723350;720575940631907159;720575940629263872;720575940613804259;720575940635945919;720575940622448166;720575940620030384;720575940646576436;720575940642936264;720575940628914692;720575940608345778;720575940634530155;720575940619360532;720575940631105580;720575940616197819;720575940629111814;720575940660217473;720575940616169578;720575940622650879;720575940617249949;720575940617537570;720575940613539478;720575940613050577;720575940632007983;720575940633741229;720575940624039560;720575940639619792;720575940626624275;720575940626997912;720575940622338742;720575940615607207,41;28;28;17;17;12;11;10;10;10;7;5;5;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,276,64,720575940635933119:41;720575940624001321:28;720575940609454603:28;720575940609447179:17;720575940626986885:17,AL_L;AL_R
720575940628408143,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940609447179;720575940626986885;720575940635933119;720575940609454603;720575940624001321;720575940623636701;720575940628408143;720575940632795532;720575940623000858;720575940616169578;720575940610669614;720575940644362788;720575940638128474;720575940611379569;720575940614756589;720575940623788040;720575940635945919;720575940645680407;720575940631497078;720575940632403986;720575940609282825;720575940639619792;720575940622448166;720575940631105580;720575940628420264;720575940632505359;720575940608345778;720575940628914436;720575940640803200;720575940617128705;720575940624450342;720575940624435128;720575940644704160;720575940617038593;720575940613489617;720575940623955637;720575940631595562;720575940628059978;720575940623136717;720575940612559587;720575940611671506;720575940604704870;720575940608628419;720575940626378242;720575940611944914;720575940613804259;720575940606649865;720575940620565313;720575940636096948;720575940620725720;720575940605883569;720575940608273163;720575940638666805;720575940626507834;720575940629111814,33;28;26;24;24;22;16;11;11;11;9;6;5;5;5;4;4;4;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,297,55,720575940609447179:33;720575940626986885:28;720575940635933119:26;720575940609454603:24;720575940624001321:24,AL_L;AL_R
720575940629373148,Or67c,,ORN_VC4,consolidated_cell_types.csv.gz,720575940609447179;720575940624001321;720575940626986885;720575940635933119;720575940610669614;720575940609454603;720575940629373148;720575940632795532;720575940623000858;720575940623636701;720575940611379569;720575940619314964;720575940618757666;720575940622736934;720575940660217473;720575940623788040;720575940616169578;720575940634657431;720575940631497078;720575940638128474;720575940633741229;720575940631595562;720575940633483807;720575940624641680;720575940617094429;720575940634545890;720575940644362788;720575940611557785;720575940609460491;720575940605758142;720575940631942341;720575940631899223;720575940639619792;720575940628059948;720575940612461461;720575940619277733;720575940621414676;720575940626624275;720575940628420264;720575940608345778;720575940638689001;720575940633036369;720575940642780832;720575940613050577;720575940627690246;720575940621014292;720575940646576436;720575940613804259;720575940632505359;720575940633294796;720575940638006086;720575940621061285;720575940615833174;720575940616273631;720575940621398254;720575940605883569;720575940618539422;720575940613053393;720575940610408643;720575940611671506;720575940608273163;720575940626917393;720575940614871336;720575940631907159;720575940621500865,34;26;26;21;17;16;13;10;9;9;5;5;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,278,65,720575940609447179:34;720575940624001321:26;720575940626986885:26;720575940635933119:21;720575940610669614:17,AL_L;AL_R
