source_root_id,label,connected_postsynaptic_root_ids,glomerulus,glomerulus_source,output_cell_ids,output_synapse_counts,total_output_synapses,num_output_targets,top_targets,neuropils_involved
720575940614705567,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940627042064;720575940632167085;720575940614705567;720575940633741229;720575940627598891;720575940605758142;720575940630340474;720575940608227541;720575940637845934;720575940628420264;720575940631704716;720575940638487384;720575940635277998;720575940626984274;720575940619761072;720575940630225403;720575940609282825;720575940622831541;720575940633294796;720575940631978956;720575940620110830;720575940637623780;720575940608667460;720575940622204612;720575940605883569;720575940631683927;720575940617299131;720575940619210375;720575940611157466;720575940628822248;720575940618076214;720575940619320768;720575940621766680;720575940622196518,38;31;6;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,115,34,720575940627042064:38;720575940632167085:31;720575940614705567:6;720575940633741229:2;720575940627598891:2,AL_R
720575940614831291,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940632167085;720575940627042064;720575940616079035;720575940622368792;720575940616169578;720575940625028380;720575940638128474;720575940614705567;720575940623000858;720575940611379569;720575940631014703;720575940614831291;720575940634303132;720575940649394553;720575940622204612;720575940628420264;720575940633294796;720575940615144821;720575940631041071;720575940633741229;720575940623788040;720575940632193055;720575940623636701;720575940631625124;720575940632795532;720575940628822248;720575940623339495;720575940618757666;720575940631858373;720575940628023685;720575940606722249;720575940609884258;720575940631899223;720575940612907121;720575940615303391;720575940641606541;720575940621398254;720575940633389281;720575940640986075;720575940619931119;720575940606751922;720575940610408643;720575940618912427;720575940624442000;720575940633212441;720575940612637554;720575940617205179;720575940627927573;720575940620565313;720575940626579593;720575940626879996;720575940638487384;720575940622831541;720575940627349860;720575940630407388;720575940623146701;720575940605513417;720575940638069875;720575940613804259;720575940630411339;720575940630734587;720575940617537570;720575940608227541;720575940625733351;720575940644704160;720575940628914436;720575940621373680;720575940660217473;720575940613809554;720575940616908177;720575940632198442;720575940613222835;720575940619638950;720575940634545890;720575940623787445;720575940616198587;720575940626064138,43;31;26;19;8;5;5;5;5;5;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,251,77,720575940632167085:43;720575940627042064:31;720575940616079035:26;720575940622368792:19;720575940616169578:8,AL_L;AL_R;CRE_L
720575940614993932,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940622368792;720575940616079035;720575940627042064;720575940632167085;720575940614993932;720575940632403986;720575940634545890;720575940633294796;720575940615073587;720575940640803200;720575940623636701;720575940630407388;720575940635838565;720575940634303132;720575940624442000;720575940640415859;720575940637136752;720575940619373551;720575940623788040;720575940621585279;720575940628059978;720575940631159633;720575940638881907;720575940611157466;720575940631978956;720575940638455459;720575940613804259;720575940609884258;720575940659770497;720575940624356792;720575940609282825;720575940623013355;720575940632193055;720575940612637554;720575940610408643;720575940633741229;720575940628822248;720575940638844504;720575940614120190;720575940623146701;720575940611671506;720575940616169578;720575940605883569;720575940622831541;720575940625251401;720575940630734587;720575940613222835;720575940620400116;720575940628316047;720575940623447188;720575940633883744;720575940626879996;720575940605758142;720575940606974219;720575940638069875;720575940631105580;720575940628044560;720575940622196518;720575940619638950;720575940630225403;720575940616578777;720575940623000858;720575940631907159;720575940627213736;720575940616197819;720575940612160153;720575940623787445,34;23;18;17;13;12;8;7;6;5;5;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,243,67,720575940622368792:34;720575940616079035:23;720575940627042064:18;720575940632167085:17;720575940614993932:13,AL_L;AL_R;CRE_L;LAL_R
720575940615144821,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940627042064;720575940632167085;720575940623636701;720575940632403986;720575940622368792;720575940616079035;720575940615144821;720575940623000858;720575940611379569;720575940632795532;720575940622204612;720575940638128474;720575940631041071;720575940620565313;720575940619638950;720575940628044560;720575940649394553;720575940626984274;720575940623788040;720575940634303132;720575940616169578;720575940635838565;720575940605883569;720575940612907121;720575940638844504;720575940605758142;720575940630734587;720575940633741229;720575940660217473;720575940622196518;720575940659770497;720575940626579593;720575940640830453;720575940633294796;720575940644704160;720575940638069875;720575940633389281;720575940618757666;720575940634574004;720575940643477796;720575940631619921;720575940623787445;720575940626064138;720575940619761072;720575940653542817;720575940640803200;720575940612475598;720575940615757362;720575940613804259;720575940631978956;720575940635277998;720575940617586757;720575940614831291;720575940640020944;720575940615073587;720575940628914436;720575940635249332;720575940631296204;720575940628822248;720575940621611614;720575940638487384;720575940632803212;720575940630407388;720575940630217086,39;31;18;14;12;12;12;8;8;7;4;4;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,237,64,720575940627042064:39;720575940632167085:31;720575940623636701:18;720575940632403986:14;720575940622368792:12,AL_L;AL_R;CRE_L;LAL_R
720575940615757362,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940616079035;720575940622368792;720575940615757362;720575940627042064;720575940632167085;720575940632403986;720575940640803200;720575940633294796;720575940623636701;720575940609282825;720575940634545890;720575940611379569;720575940616169578;720575940615073587;720575940638881907;720575940624442000;720575940615144821;720575940610408643;720575940614120190;720575940632795532;720575940611671506;720575940623000858;720575940632198442;720575940612637554;720575940635945919;720575940606974219;720575940621766680;720575940628023685;720575940643477796;720575940633389281;720575940609884258;720575940619373551;720575940637136752;720575940617537570;720575940635838565;720575940630407388;720575940631625124;720575940634303132;720575940605758142;720575940631067715;720575940628288923;720575940621373680;720575940627598891;720575940635277998;720575940637666446;720575940619320768;720575940638455459;720575940626518302;720575940621312773;720575940630411339;720575940605513417;720575940618304670;720575940638128474;720575940638844504;720575940631296204;720575940630225403;720575940616758322;720575940615303391;720575940631105580;720575940632193055;720575940631566700;720575940626064138;720575940610669614;720575940632416298;720575940605883569;720575940608313611;720575940613804259;720575940631014703;720575940622650879;720575940631526215;720575940623013355;720575940625251401,44;38;17;15;15;5;5;5;5;5;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,253,72,720575940616079035:44;720575940622368792:38;720575940615757362:17;720575940627042064:15;720575940632167085:15,AL_L;AL_R;CRE_L
720575940616578777,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940622368792;720575940632167085;720575940627042064;720575940616079035;720575940616578777;720575940609282825;720575940633294796;720575940605758142;720575940634303132;720575940634545890;720575940610408643;720575940621611614;720575940632198442;720575940625584484;720575940627213736;720575940630407388;720575940621373680;720575940606974219;720575940639434704;720575940628059978;720575940637136752;720575940631625124;720575940640803200;720575940612637554;720575940638881907;720575940624356792;720575940608313611;720575940611379569;720575940613804259;720575940640415859;720575940619078091;720575940634364311;720575940630225403;720575940621860009;720575940630411339;720575940616758322;720575940628420264;720575940623787445;720575940623000858;720575940635114347;720575940623339495;720575940618304670;720575940616197819;720575940605883569;720575940622477508;720575940621585279;720575940639068112;720575940615073587;720575940626064138;720575940606762686;720575940628044560;720575940614993932;720575940616198587;720575940631978956;720575940623013355;720575940626984274;720575940619373551;720575940622204612;720575940617299131;720575940621542747;720575940635838565;720575940643477796;720575940636576948;720575940632403986;720575940608227541;720575940617537570;720575940631159633;720575940609112587;720575940620421153;720575940630571052,27;25;23;16;13;10;9;7;7;7;5;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,242,70,720575940622368792:27;720575940632167085:25;720575940627042064:23;720575940616079035:16;720575940616578777:13,AL_L;AL_R;CRE_L;LAL_R
720575940616866049,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940622368792;720575940616079035;720575940632167085;720575940627042064;720575940615073587;720575940609282825;720575940613809554;720575940638881907;720575940634303132;720575940616866049;720575940633294796;720575940638128474;720575940623636701;720575940640986075;720575940611379569;720575940621373680;720575940632403986;720575940622831541;720575940626984274;720575940653542817;720575940621585279;720575940632795532;720575940632198442;720575940616169578;720575940623447188;720575940619931119;720575940631159633;720575940605758142;720575940616758322;720575940625044743;720575940606762686;720575940622650879;720575940608667460;720575940637136752;720575940621611614;720575940630407388;720575940631625124;720575940630225403;720575940609884258;720575940626518302;720575940635277998;720575940640364085;720575940621860009;720575940628059978;720575940638455459;720575940640803200;720575940630411339;720575940621766680;720575940618304670;720575940623366102;720575940646088324;720575940614871336;720575940623930211;720575940635838565;720575940605883569;720575940628420264;720575940627213736;720575940628023685;720575940649394553;720575940629253948;720575940611098595;720575940619761072;720575940623248883;720575940608345778;720575940631978956;720575940637602650;720575940627598891;720575940616197819;720575940637845934;720575940630571052;720575940623540477;720575940659770497;720575940637623780;720575940628822248;720575940605513417;720575940609929426;720575940631287912;720575940619078091;720575940614120190;720575940619320768;720575940608313611;720575940611157466;720575940609890315;720575940624435128;720575940619059102;720575940612637554,36;32;21;21;9;8;8;7;7;7;6;5;5;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,299,86,720575940622368792:36;720575940616079035:32;720575940632167085:21;720575940627042064:21;720575940615073587:9,AL_L;AL_R
720575940619320768,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940627042064;720575940632167085;720575940616079035;720575940619320768;720575940622368792;720575940638487384;720575940611379569;720575940608227541;720575940618757666;720575940623339495;720575940627927573;720575940623000858;720575940617537570;720575940628420264;720575940613809554;720575940616169578;720575940627213736;720575940622196518;720575940633294796;720575940638128474;720575940632795532;720575940633741229;720575940609282825;720575940621860009;720575940623788040;720575940628822248;720575940629253948;720575940621611614;720575940615757362;720575940622650879;720575940616486230;720575940606762686;720575940633367377;720575940606974219;720575940630407388;720575940608313611;720575940620110830;720575940616758322;720575940631683927;720575940626984274;720575940623636701;720575940640803200;720575940624356792;720575940612907121;720575940639068112;720575940651758838;720575940631067715;720575940660217473;720575940619373551;720575940609884258;720575940619638950;720575940606751922;720575940613804259;720575940637136752;720575940626064138;720575940614831291;720575940608241365;720575940639434704;720575940631975884;720575940621398254;720575940640986075;720575940640060112;720575940628914436;720575940616866049;720575940613419315;720575940615144821;720575940634303132;720575940631105580;720575940605758142;720575940622831541;720575940638844504;720575940638069875,43;33;17;15;10;5;5;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,234,72,720575940627042064:43;720575940632167085:33;720575940616079035:17;720575940619320768:15;720575940622368792:10,AL_L;AL_R;LAL_R
720575940619373551,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940616079035;720575940622368792;720575940627042064;720575940619373551;720575940632167085;720575940630407388;720575940611379569;720575940624442000;720575940623636701;720575940624323342;720575940610408643;720575940634545890;720575940634303132;720575940615757362;720575940606762686;720575940633294796;720575940623447188;720575940635838565;720575940621766680;720575940612347571;720575940614993932;720575940639434704;720575940638128474;720575940632198442;720575940638455459;720575940637623780;720575940639068112;720575940615073587;720575940613809554;720575940643477796;720575940612637554;720575940616169578;720575940623787445;720575940616923905;720575940619078091;720575940622224961;720575940605758142;720575940640830453;720575940618757666;720575940632193055;720575940622650879;720575940634574004;720575940621611614;720575940635689829;720575940625044743;720575940630225403;720575940637666446;720575940622196518;720575940659770497;720575940616197819;720575940653542817;720575940624832743;720575940649394553;720575940614120190;720575940615398075;720575940635277998;720575940612096370;720575940611353457;720575940632795532;720575940627927573;720575940631625124;720575940620400116;720575940613804259;720575940632403986;720575940625028380;720575940609282825;720575940613664874;720575940637136752;720575940619059102;720575940631041071;720575940627390440,41;40;15;12;12;9;7;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,243,71,720575940616079035:41;720575940622368792:40;720575940627042064:15;720575940619373551:12;720575940632167085:12,AL_L;AL_R;CRE_L;EB;LAL_R
720575940619638950,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940632167085;720575940627042064;720575940616079035;720575940622368792;720575940623636701;720575940619638950;720575940616169578;720575940623000858;720575940633741229;720575940611379569;720575940638128474;720575940631067715;720575940622831541;720575940630340474;720575940634303132;720575940632403986;720575940623788040;720575940620110830;720575940621398254;720575940631296204;720575940618757666;720575940632795532;720575940621585279;720575940627737365;720575940634574004;720575940627927573;720575940633389281;720575940631014703;720575940611157466;720575940619320768;720575940624832743;720575940630407388;720575940609282825;720575940625044743;720575940628420264;720575940629253948;720575940640830453;720575940619061662;720575940616197819;720575940637666446;720575940613016104;720575940633294796;720575940630370379;720575940635689829;720575940627598891;720575940622196518;720575940617586757;720575940638487384;720575940620719743;720575940608313611;720575940631105580;720575940638069875;720575940615073587;720575940624706062;720575940623339495;720575940625251401;720575940632803212;720575940625337546;720575940631619921;720575940610408643;720575940628822248;720575940616198587;720575940608090972;720575940625028380;720575940630734587;720575940634364311;720575940608227541;720575940628914436;720575940614831291;720575940619931119;720575940624435128;720575940623787445;720575940614756589;720575940632198442;720575940630225403;720575940631159633;720575940624356792,44;32;29;25;20;15;11;10;6;5;5;5;4;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,304,77,720575940632167085:44;720575940627042064:32;720575940616079035:29;720575940622368792:25;720575940623636701:20,AL_L;AL_R;CRE_R;EB
720575940619761072,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940632167085;720575940627042064;720575940616079035;720575940622368792;720575940619761072;720575940623636701;720575940632403986;720575940611379569;720575940632795532;720575940623000858;720575940622204612;720575940634303132;720575940626984274;720575940620110830;720575940638128474;720575940622831541;720575940631683927;720575940633741229;720575940621860009;720575940638069875;720575940611671506;720575940653542817;720575940614831291;720575940611157466;720575940617205179;720575940616486230;720575940618757666;720575940633294796;720575940614705567;720575940621373680;720575940608313611;720575940614993932;720575940625028380;720575940619059102;720575940659164545;720575940606762686;720575940635277998;720575940608667460;720575940623248883;720575940616169578;720575940649394553;720575940613804259;720575940625251401;720575940631975884;720575940629253948;720575940605758142;720575940623339495;720575940635689829;720575940621611614;720575940623788040;720575940609282825;720575940623971848;720575940628822248;720575940606751922;720575940631619921;720575940628914436;720575940615303391;720575940615144821;720575940630340474;720575940624422643;720575940628420264;720575940627213736;720575940608241365;720575940623366102;720575940630407388;720575940619931119;720575940630734587;720575940626064138;720575940628573519;720575940630571052;720575940631105580,40;36;16;16;14;12;7;5;5;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,252,71,720575940632167085:40;720575940627042064:36;720575940616079035:16;720575940622368792:16;720575940619761072:14,AL_L;AL_R;EB;LAL_R
720575940620110830,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940632167085;720575940627042064;720575940616079035;720575940622368792;720575940620110830;720575940611379569;720575940623000858;720575940631975884;720575940632795532;720575940638128474;720575940619761072;720575940628822248;720575940622196518;720575940628914436;720575940619638950;720575940616169578;720575940626984274;720575940623788040;720575940633741229;720575940609282825;720575940637846947;720575940631683927;720575940623787445;720575940623136717;720575940635277998;720575940631619921;720575940608667460;720575940631978956;720575940635689829;720575940605883569;720575940606751922;720575940622204612;720575940605758142;720575940638069875;720575940631105580;720575940638487384;720575940630571052;720575940644704160;720575940610408643;720575940623339495;720575940633483807;720575940621585279;720575940638844504;720575940609112587;720575940623930211;720575940608241365;720575940620565313;720575940616758322;720575940630411339;720575940625028380;720575940630734587;720575940615303391;720575940627690246;720575940616866049;720575940653542817;720575940615144821;720575940623366102;720575940624356792;720575940616486230;720575940633294796;720575940633212441;720575940640830453;720575940613804259;720575940625251401;720575940608313611;720575940621766680;720575940626879996;720575940627927573;720575940631067715;720575940608345778;720575940632403986;720575940624206472;720575940649394553;720575940640803200;720575940611353457;720575940631296204;720575940618757666;720575940621860009;720575940609929426;720575940627737365,40;31;18;17;16;14;6;5;5;5;5;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,260,80,720575940632167085:40;720575940627042064:31;720575940616079035:18;720575940622368792:17;720575940620110830:16,AL_L;AL_R
720575940621373680,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940616079035;720575940627042064;720575940622368792;720575940621373680;720575940632167085;720575940632403986;720575940609282825;720575940634545890;720575940633294796;720575940616866049;720575940623636701;720575940615073587;720575940626064138;720575940640803200;720575940639068112;720575940616578777;720575940621766680;720575940609884258;720575940630407388;720575940624442000;720575940614993932;720575940623788040;720575940614120190;720575940619078091;720575940605758142;720575940616169578;720575940617299131;720575940637666446;720575940630225403;720575940637136752;720575940613804259;720575940644704160;720575940619419757;720575940632198442;720575940646088324;720575940617056064;720575940631975884;720575940638881907;720575940608667460;720575940659770497;720575940624435128;720575940617537570;720575940649394553;720575940615757362;720575940623366102;720575940638128474;720575940638069875;720575940619638950;720575940605513417;720575940621585279;720575940605883569;720575940611379569;720575940612637554;720575940633741229;720575940631159633;720575940627114492;720575940630571052;720575940631625124;720575940624832743;720575940625584484;720575940606762686;720575940632795532;720575940621611614;720575940616256059;720575940628059978;720575940609929426;720575940660217473;720575940616197819;720575940623000858;720575940634303132;720575940625028380;720575940639434704;720575940623146701,25;24;24;17;16;13;7;6;6;5;5;5;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,247,73,720575940616079035:25;720575940627042064:24;720575940622368792:24;720575940621373680:17;720575940632167085:16,AL_L;AL_R;EB;LAL_R
720575940621611614,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940622368792;720575940616079035;720575940632167085;720575940627042064;720575940621611614;720575940623636701;720575940605758142;720575940623788040;720575940609282825;720575940611379569;720575940631625124;720575940635838565;720575940634545890;720575940615073587;720575940634303132;720575940622831541;720575940625584484;720575940631619921;720575940633294796;720575940632403986;720575940644704160;720575940619078091;720575940632198442;720575940630407388;720575940623447188;720575940624435128;720575940630225403;720575940623339495;720575940621766680;720575940623000858;720575940616866049;720575940612637554;720575940614993932;720575940616197819;720575940610408643;720575940628822248;720575940628288923;720575940616169578;720575940638487384;720575940640803200;720575940619931119;720575940628861188;720575940637623780;720575940628044560;720575940634771892;720575940615757362;720575940615303391;720575940621398254;720575940605883569;720575940640830453;720575940619320768;720575940621860009;720575940660217473;720575940619059102;720575940626624275;720575940626064138;720575940625251401;720575940616578777;720575940621585279;720575940618112310;720575940638844504;720575940633483807;720575940612907121;720575940615144821;720575940630571052;720575940640639293;720575940628059978;720575940612475598;720575940631630021;720575940619761072;720575940632795532;720575940609929426;720575940627213736;720575940607960843;720575940631014703;720575940622196518;720575940618757666;720575940606751922;720575940609884258;720575940634574004;720575940630734587;720575940620110830,42;34;20;18;16;12;9;8;8;7;7;6;6;6;5;5;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,311,82,720575940622368792:42;720575940616079035:34;720575940632167085:20;720575940627042064:18;720575940621611614:16,AL_L;AL_R
720575940621766680,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940616079035;720575940622368792;720575940627042064;720575940621766680;720575940630407388;720575940632167085;720575940632198442;720575940634545890;720575940631625124;720575940621585279;720575940605758142;720575940610408643;720575940634303132;720575940622650879;720575940619373551;720575940608313611;720575940659770497;720575940626984274;720575940628059978;720575940643477796;720575940623788040;720575940621611614;720575940609282825;720575940616758322;720575940632193055;720575940630734587;720575940606974219;720575940623447188;720575940638455459;720575940632795532;720575940638881907;720575940605883569;720575940614993932;720575940632403986;720575940619761072;720575940635838565;720575940616866049;720575940617299131;720575940618757666;720575940634574004;720575940631619921;720575940606751922;720575940651758838;720575940635249332;720575940616169578;720575940640803200;720575940626064138;720575940611379569;720575940619078091;720575940610669614;720575940638128474;720575940621373680;720575940633294796;720575940621398254;720575940640415859;720575940612475598;720575940604474028;720575940609884258;720575940619059102;720575940631566700;720575940633389281;720575940616486230;720575940614705567;720575940638069875;720575940635689829,36;29;11;11;10;8;8;7;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,206,65,720575940616079035:36;720575940622368792:29;720575940627042064:11;720575940621766680:11;720575940630407388:10,AL_L;AL_R;CRE_L;EB
720575940621860009,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940627042064;720575940632167085;720575940616079035;720575940622368792;720575940621860009;720575940611379569;720575940632403986;720575940633294796;720575940616169578;720575940605883569;720575940630407388;720575940613804259;720575940638487384;720575940660217473;720575940623000858;720575940631978956;720575940640803200;720575940609282825;720575940626879996;720575940619320768;720575940623792648;720575940634303132;720575940626064138;720575940631683927;720575940637136752;720575940610161091;720575940623636701;720575940620148059;720575940631014703;720575940640060112;720575940648633988;720575940615144821;720575940617537570;720575940619761072;720575940629253948;720575940632795532;720575940618757666;720575940627737365;720575940612347571;720575940638455459;720575940620565313;720575940608667460;720575940628420264;720575940615757362;720575940631296204;720575940635277998;720575940630411339;720575940630340474;720575940606974219;720575940635838565;720575940630571052;720575940637623780;720575940634574004;720575940631619921;720575940634949311;720575940651758838;720575940616758322;720575940622650879;720575940611157466;720575940639434704;720575940611671506;720575940624435128;720575940617299131;720575940631041071;720575940613637782;720575940628044560;720575940628822248;720575940612907121;720575940638128474;720575940635249332;720575940638069875;720575940616866049;720575940653542817;720575940625044743;720575940627129290;720575940609929426;720575940616908177;720575940622831541;720575940612637554;720575940627927573;720575940622196518;720575940626342174;720575940609884258;720575940638844504;720575940627598891,49;39;14;13;11;10;7;7;6;5;5;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,287,85,720575940627042064:49;720575940632167085:39;720575940616079035:14;720575940622368792:13;720575940621860009:11,AL_L;AL_R;CRE_L;LAL_R
720575940622196518,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940627042064;720575940632167085;720575940616079035;720575940622196518;720575940622368792;720575940623636701;720575940623788040;720575940632403986;720575940616169578;720575940611379569;720575940623000858;720575940629253948;720575940632795532;720575940619320768;720575940630340474;720575940628822248;720575940620565313;720575940628420264;720575940617586757;720575940605758142;720575940626879996;720575940631159633;720575940633294796;720575940634303132;720575940638455459;720575940630734587;720575940621611614;720575940609282825;720575940622204612;720575940634574004;720575940614705567;720575940614831291;720575940627598891;720575940612907121;720575940639287667;720575940638487384;720575940624435128;720575940633389281;720575940620110830;720575940626984274;720575940608313611;720575940616198587;720575940625251401;720575940621860009;720575940605513417;720575940622831541;720575940606751922;720575940631619921;720575940630411339;720575940633741229;720575940627497244;720575940615073587;720575940605883569;720575940635945919;720575940626579593;720575940649394553;720575940623339495;720575940637666446;720575940640830453;720575940627213736;720575940637846947;720575940615757362;720575940623136717;720575940637623780;720575940660217473;720575940619638950;720575940630407388;720575940631105580;720575940640986075;720575940608227541;720575940620400116;720575940635838565;720575940613419315;720575940619373551;720575940617205179;720575940623787445;720575940624442000,52;30;19;14;13;12;9;9;7;6;6;5;5;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,289,77,720575940627042064:52;720575940632167085:30;720575940616079035:19;720575940622196518:14;720575940622368792:13,AL_L;AL_R;CRE_L;EB
720575940622204612,Or10a,,ORN_DL1,consolidated_cell_types.csv.gz,720575940632167085;720575940627042064;720575940622204612;720575940609282825;720575940633294796;720575940628420264;720575940625028380;720575940630407388;720575940634545890;720575940630225403;720575940616758322;720575940634303132;720575940615144821;720575940631978956;720575940628822248;720575940625584484;720575940628044560;720575940640803200;720575940609929426;720575940612637554;720575940638069875;720575940631942341;720575940609890315;720575940635249332;720575940619761072;720575940631014703;720575940633741229;720575940605883569;720575940605758142;720575940637136752;720575940605513417;720575940634574004;720575940631683927;720575940624356792;720575940640986075;720575940622831541;720575940631067715;720575940620110830;720575940621860009;720575940622196518;720575940619791019;720575940626064138;720575940623636701;720575940614831291;720575940627598891;720575940628059978;720575940616546333;720575940638844504;720575940631625124;720575940619059102;720575940635277998;720575940621611614;720575940635838565;720575940624442000;720575940623146701;720575940611157466;720575940631041071;720575940628288923;720575940614756589;720575940623447188;720575940608227541;720575940606974219;720575940619061662;720575940630734587;720575940633389281;720575940624706062,49;48;13;11;10;7;6;6;6;5;5;5;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,252,66,720575940632167085:49;720575940627042064:48;720575940622204612:13;720575940609282825:11;720575940633294796:10,AL_R
